,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
LRCX,45.27070902402619,0.6420574211814102,70.50881670478375,VNT,-0.059789036744437425,Lam Research,Information Technology,Semiconductor Equipment,LRCX,OXY,AVB,ESS,XOM,VLO,BXP,LMT,UDR,LHX,0.05394584655278907,0.4203799238496677,0.14481253034460784,0.0010933248653648454,0.09705579913959049,0.15961908993911933,0.12162547018568541,0.008748670678760504,0.008933667074346074,0.16758138832322161,0.11464029531954964,0.17588976412975427,0.18557650873559,0.5936855143633636,0.20124499512962665,0.23888707173641163,0.02955604874088759,0.10148839313398637,0.2282128868971964,0.050910674084311186,0.0675600450422829,0.02823995174729668,0.007394460541056321,0.04650547294694431
LW,-1.9049990170153797,0.582708821168274,-3.269212594372681,KR,-0.08456782267461588,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,LW,BIO,WMT,BIIB,ABMD,NVDA,TSCO,ILMN,EA,AMT,0.02240552998965904,0.2765421465564823,0.0761470813707602,0.08569664535893516,0.2331927755088919,0.020610538365044846,0.18014005143228037,0.016132690440571282,0.17995347839845247,0.10073652403378239,0.10072691929301,0.006663295798271616,0.06509024006519262,0.35159488900228364,0.07201299684593256,0.007374795773421783,0.06769471792626272,0.24189465670509253,0.13352479046134624,0.13770375207050034,0.2845291668319553,0.0008675846198367683,0.027821561705551764,0.026575977060100096
LVS,-16.44294576050792,0.5916316639606638,-27.79253843587583,NEM,-0.11068329794746556,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,LVS,BIO,ILMN,CHD,NVDA,ABMD,CHRW,KMB,WMT,MKC,-0.0072964533557279745,0.2534545349965021,0.04409187427960548,0.0016201852410126932,0.07850928336367194,0.14282563765113118,0.002481227318959702,0.10262732943276104,0.19439823087869879,0.18242655807614686,0.151286777133748,0.09973289662426423,0.012440089812918264,0.29132439403698407,0.023708125100557614,0.23090356135984283,0.13745602364729248,0.07779304723639152,0.09899771748333741,0.0010517070609793054,0.20748706500157432,0.025539259520841167,0.19612012182917146,0.0009433717600117917
LEG,-1.7494219183553095,0.6721085087349511,-2.602886134633361,KR,0.040557864264437575,Leggett & Platt,Consumer Discretionary,Home Furnishings,LEG,CLX,PRGO,SBAC,GIS,AMT,WBA,LLY,CPB,KR,-0.005380103801947873,0.25513569046166223,0.04933537997301119,0.15322133288124448,0.08257974657210566,0.029464215953175648,0.22043291841694979,0.018301747614471644,0.019052411320540273,0.05453532972023143,0.1636343180708989,0.20944259947737096,0.08680532060989628,0.2943481403757545,0.03662913234573281,0.05024696982946692,0.13881895943350894,0.0010911479097665522,0.009047891730721696,0.0008010221024686636,0.22993696332857652,0.2251614862416646,0.025930252178028038,0.2823361749000651
LDOS,2.7349549715497967,0.44034150090413193,6.210986168540203,KR,0.14228759937291763,Leidos Holdings,Information Technology,IT Consulting & Other Services,LDOS,AMD,CMG,NOW,FB,ETSY,HBI,EXPD,CDNS,ABT,-0.00929238171443012,0.32751528713154965,0.07104094287904202,0.012035121629596366,0.14636817749811096,0.07096159284486664,0.16029481008014654,0.0009953143609658492,0.10314481236211195,0.21790858482488992,0.013541406397675556,0.2037092371225942,0.07003388215665146,0.41755026472292855,0.08944268892802723,0.10454974085985527,0.09325988773897183,0.03176180879532309,0.019085036500278076,0.2992137418872098,0.20305891091790018,0.06644110936220872,0.08712087070717058,0.0060662043030551005
LEN,-4.001053282756267,0.684205950931273,-5.847732363786711,KR,-0.007027198847385325,Lennar Corp.,Consumer Discretionary,Homebuilding,LEN,CME,KMI,UDR,XOM,T,VNO,NOC,ESS,VRTX,0.017998713742450535,0.3460934342172834,0.00961013010395474,0.10904119880748729,0.038173732113873086,0.010292379004888526,0.03960297222599779,0.194491962776188,0.020709748907986627,0.2041479837429446,0.15292553051750687,0.22100436179917246,0.11443773021774512,0.4607484772567948,0.05269537834808844,0.00366209586724048,0.3566944891648317,0.1925222279915498,0.2781147081685475,0.01588185001040652,0.015003136502446605,0.021024607261499483,0.024227299692624275,0.0401742069927651
LLY,26.43035786940162,0.4355347049718498,60.68484914677445,CARR,0.053102755726233436,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,LLY,MRO,MAR,DXC,XEL,UNM,USB,ES,VTRS,AFL,-0.0015607078936809137,0.3513910633552675,0.16975656196960973,0.0016717160382021961,0.07808287277226252,0.030387512590577374,0.2711240530064509,0.011182744912339662,0.00709060313369789,0.08124018848047702,0.2511918553988382,0.09827189169754452,0.12758587112743305,0.5080056620516176,0.2570673488632326,0.28700576143194956,0.0005897971676149939,0.04823396259088528,0.053794169373467815,0.07255950170415856,0.10380411609629449,0.08995464449819884,0.08249383153595642,0.004496866738241354
LNC,14.233463051674278,0.9601245322825885,14.824600948208055,CLX,0.022447814045824167,Lincoln National,Financials,Multi-line Insurance,LNC,AKAM,SJM,NFLX,AMT,AMZN,CPB,AMGN,JKHY,KMB,-0.030714178425999432,0.2635719430032786,0.009459716384603094,0.07995833318513586,0.17407693560827853,0.016157297363084216,0.009702520053224238,0.17519317830904982,0.17724892800747066,0.04504198542701946,0.13433043922755264,0.17883066643458168,0.014222254387077036,0.4696855506204573,0.3681780566070665,0.007078050410024525,0.16082991944545083,0.00022874954105632638,0.05182362478313655,0.018811254806233375,0.06580348128096619,0.18547505588639862,0.1005921154189179,0.041179691820749126
LIN,0.17076455268372204,0.39058398192383265,0.4372031639459875,VNT,0.15134431727864636,Linde plc,Materials,Industrial Gases,LIN,VRTX,WDC,IFF,PSX,CCL,CTXS,REG,FTI,AAL,0.036375096658149544,0.3553697708777792,0.23327700426588432,0.05280301607607971,0.0034274992093105004,0.2575204931791601,0.04958049678025233,0.008188317586008199,0.2238479409085337,0.14076492385987005,0.002806745674456298,0.027783562460444822,0.1380963920238628,0.5424509400052914,0.039623318727630544,0.006545685745143367,0.060520505414094976,0.19400621548195401,0.028818820452364217,0.007711955303944301,0.15429908103254947,0.13128351202220492,0.37029963840103813,0.006891267419076053
LYV,-0.5103481186244097,0.7307160524921218,-0.6984219340520262,CHD,-0.16636197065769753,Live Nation Entertainment,Communication Services,Movies & Entertainment,LYV,INTC,EQIX,FE,BAX,HRL,NLOK,AKAM,K,CNC,-0.023590503655221102,0.25636224327886287,0.02800179987808152,0.018187948329748543,0.028005289564625422,0.012011250929593742,0.20324994060782414,0.2269658751585456,0.2148740878558619,0.08078064921016781,0.17515102019215711,0.012772138273394087,0.08736961473745565,0.39054040439659854,0.010128014117075432,0.3725057858181283,0.0200096539433419,0.1314265978035195,0.028362323052353155,0.12485292102066947,0.025786977879173462,0.016572913577867936,0.002302937347402739,0.26805187544046816
LKQ,27.17081323734527,0.6615769754519996,41.06976851602454,CLX,-0.03849070361613942,LKQ Corporation,Consumer Discretionary,Distributors,LKQ,PRGO,SBAC,DLR,CPB,AMT,KR,WBA,HII,ED,-0.003445393886758222,0.2679913088069315,0.015886709288080135,0.10373129195253723,0.04053752716301075,0.10227937772294579,0.22593125403317688,0.016404927399906233,0.2446793754286991,0.007277122615366373,0.21220880932987124,0.031063605066406257,0.07970205280236614,0.30332363323255757,0.0864626393857477,0.02207190282848416,0.04558971622787192,0.04112178041417752,0.06533464062115171,0.03985522199434777,0.2428472614357784,0.294776490384286,0.12623271543859876,0.0357076312695562
LMT,-5.310164172323134,0.41303362903244095,-12.856493513040453,VNT,0.08479098316769697,Lockheed Martin Corp.,Industrials,Aerospace & Defense,LMT,SJM,UPS,GIS,MXIM,FDX,AMD,CTLT,DE,MTD,-0.010989125765932029,0.2757809383711561,0.026907811345231285,0.2884635185361319,0.13749975567554873,0.26570135938891304,0.05348838104857199,0.03647249116933426,0.0676784160707075,0.0020806322772236583,0.03367423603841709,0.08803339844992066,0.06823748814436537,0.36650075991343767,0.0803726660992898,0.04043055137928523,0.007400855508224099,0.03054289245471605,0.25962503651404706,0.08926730838483277,0.004643809493848339,0.19349493085699762,0.2090307495255567,0.08519119978320226
L,13.216354086602378,0.5935470270756523,22.26673453612943,CLX,0.16728262769915664,Loews Corp.,Financials,Multi-line Insurance,L,KHC,KMB,MSFT,BIIB,PYPL,ETSY,ADBE,HUM,ROL,-0.0173205078834014,0.3262899329780093,0.07978489619095933,0.13961451235944908,0.29972695345226,0.06791457144219497,0.07840465843622343,0.004586919654615093,0.014552883341914036,0.0871688476571934,0.01755204001861095,0.21069371744657964,0.08549356528989312,0.4369044300822251,0.1379670957954474,0.01916780943092626,0.054509365689519106,0.03370431682356847,0.25167076696051827,0.19194129920071312,0.233186485222601,0.0479663717248452,0.007734907356428934,0.022151581795432192
LOW,15.388457449594718,0.5269587070250598,29.202397160244498,VNT,0.046886264453055805,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,LOW,HPE,RL,FLIR,SLB,UAL,ALL,NCLH,CINF,APA,0.06361069075777544,0.4469741139638072,0.21598002442535616,0.23294261725481677,0.13340164621483278,0.06585202350447839,0.020769905632557872,0.03521508314725918,0.20813683555103304,0.00970628713090153,0.06912976711634425,0.008865810022420028,0.16942301606999483,0.6093697582679181,0.11709582654726154,0.03883260543195881,0.10830137859279647,0.2335411724615281,0.16638194193936207,0.026851712371273553,0.06574636055003277,0.013763684297348266,0.014545166696507447,0.21494015111193104
LUMN,40.256402431390285,0.45923430781887353,87.659832346994,NFLX,-0.023307297539983698,Lumen Technologies,Communication Services,Alternative Carriers,LUMN,DLR,CTXS,REGN,BAX,HRL,VRTX,ED,AEP,NI,0.022177657789587496,0.26470933348286874,0.18445939872624828,0.04509291291646813,0.08544327358027193,0.1734396847720166,0.1433105862066357,0.2575668551078225,0.011005703512766972,0.023433786704800105,0.06105379363318832,0.015194004839781478,0.044623911128596844,0.27201173333999573,0.2508725324111727,8.908188767171803e-05,0.17585125378284666,0.1573197864811165,0.23462495288282167,0.08046106214445893,0.038236088049874085,0.05127890203082462,0.010391537008778077,0.000874803320435185
LYB,19.66506326753825,0.7193102196167911,27.33877919601186,CLX,0.041211367446689164,LyondellBasell,Materials,Specialty Chemicals,LYB,NOC,PRGO,ED,SBAC,CLX,ATO,AMT,DLR,IFF,-0.007114871385224723,0.2930764228633322,0.0023637843205683543,0.05318315632213708,0.07373303000114627,0.04314861179531064,0.20354429734987128,0.2979814243891087,0.010348805438674375,0.03970955990277664,0.05395588737198068,0.22203144310842599,0.03155245842590894,0.395469191924795,0.2548457858232587,0.1277403797295888,0.08432690842747552,0.00455090101366803,0.08355031302665863,0.05038163662728394,0.016791241647160372,0.11139917998906115,0.01090461777463273,0.25550903594121205
MTB,43.322853554105144,0.6429948046166548,67.37667745221312,BIIB,-0.06262332218167765,M&T Bank Corp.,Financials,Regional Banks,MTB,K,IDXX,PGR,FTNT,MAS,AOS,EXPD,CMI,ABC,-8.406111740450091e-05,0.27419432173975783,0.0157396232021058,0.2672417582924549,0.017095521803256266,0.1317167665103525,0.06143380085614626,0.052476817902236364,0.20831859826959848,0.20537896083261992,0.03683490038607029,0.0037632519451593666,0.08330687027099208,0.3848008497659966,0.2717920811129669,0.023333278222394685,0.07785469075962972,0.06825293785855993,0.01017766831966882,0.04792309076084212,0.0032959302031994172,0.007720767180015461,0.07727243646876232,0.4123771191139607
MRO,74.96251788318048,1.0323576023303485,72.61293733292324,CTXS,-0.12880233575431382,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,MRO,LLY,AMT,ABC,BLL,ZTS,DE,PKI,PWR,AWK,0.044049292146244055,0.32015692360298187,0.016248552820879142,0.18253496931189908,0.016060757621115033,0.1803131511617282,0.1454564266254985,0.12440928391580022,0.028211764457472126,0.2310117059003565,0.026739796159579336,0.04901359202567178,0.13517245906357456,0.43213758400112107,0.2537631156709989,0.2543437827187495,0.002218651703108787,0.18336944561026522,0.05206060893001431,0.055564329239005006,0.15411085133612726,0.040885115689202445,0.0011873960176455671,0.0024967030848829955
MPC,25.145066404876626,0.8475117551334572,29.669283349252243,CLX,-0.041189837823244244,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,MPC,AKAM,CPB,NVDA,WST,DG,MKTX,AMZN,BIIB,WMT,-0.0030433401806410822,0.26218307535241153,0.0335860127054732,0.21128915903357035,0.22255638402234781,0.0017784685361843364,0.012456986767883173,0.23979487694902243,0.029878731276830658,0.01415927701104489,0.017809680693053342,0.21669042300458985,0.06516494291201891,0.3545951242442803,0.14620913848993902,0.026094641509956773,0.04181688859570002,0.022805473028787444,0.2518681767678574,0.2529112811295405,0.008017574295010517,0.001301786311278859,0.24694755299753723,0.002027486874392204
MKTX,-25.623939953284353,0.4674038703120991,-54.821839485784544,ZION,-0.07158763813664461,MarketAxess,Financials,Financial Exchanges & Data,MKTX,FLT,FISV,WEC,JPM,UAA,UA,WRB,AXP,CF,-0.0015030883537074657,0.3771261569623063,0.3276780150047994,0.004804899859379727,0.0853751037022971,0.20219975083980757,0.0870413807796052,0.0318256108488319,0.04310440250170403,0.021030211535840296,0.009626201800318906,0.1873144231274157,0.09085721013257067,0.4922733780758321,0.029989685000040667,0.03561614112060051,0.06158579482135966,0.0756817831819547,0.07311146171591183,0.010166805704940517,0.24363964154212603,0.024082430046744402,0.005384517531174063,0.44074173933514765
MAR,-5.666323405597057,0.6644902241207366,-8.527323954381453,ATVI,-0.23758782093287967,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,LLY,CCI,AMZN,EBAY,CAG,AMGN,NFLX,MKTX,ILMN,-0.00925665557639588,0.2679101352198639,0.04126915954769813,0.06223007782577947,0.0702036795876084,0.128562273622091,0.17844055793836142,0.3088702153289686,0.035044749423414776,0.07343196238344982,0.0332276457011094,0.06871967864151904,0.04390479945570031,0.3077614584155592,0.0288233754619228,0.15856212043920762,0.004230973973590382,0.008670421142270146,0.2853962607415234,0.004376637082083582,0.15456405650188304,0.050520269283702054,0.047589746872789156,0.2572661385010278
MMC,-10.705132769723264,0.3657792815702234,-29.266646059798937,CARR,0.060474506854136946,Marsh & McLennan,Financials,Insurance Brokers,MMC,ED,EQR,HII,BAX,COG,NI,CTXS,CBOE,EVRG,-0.01330346743930151,0.29812131989971996,0.2265303708297344,0.208569924180569,0.010814401700574976,0.11240220097251971,0.09860223083966177,0.017566168778515967,0.034644245116536666,0.2196138346337174,0.06472356511940328,0.0065330578287667125,0.060280051034482036,0.34482807930318715,0.04886069628826288,0.016801126125101,0.10851136194385691,0.18377956966181355,0.03319730987155464,0.3150684784337262,0.06399272086333843,0.05620281851793187,0.1506532564753804,0.02293266181903412
MLM,16.60385363813871,0.5620028872823186,29.54407177235349,KR,0.022894088807853614,Martin Marietta Materials,Materials,Construction Materials,MLM,NOC,NLOK,NEM,GIS,HRL,DPZ,IFF,DXCM,CLX,-0.023187411808385534,0.22528658864816925,0.05296131164720058,0.06333420477155977,0.1617190177020481,0.026328943276593204,0.16651213952593913,0.18129187875593458,0.1872599245465995,0.014994963532054522,0.003223051783934754,0.14237456445813593,0.044033645398698154,0.304963504802749,0.213079181043023,0.137350282711729,0.02286362890918445,0.22578784613330885,0.06309629691097696,0.0015852729919516968,0.014237395239007437,0.24075939629423196,0.03937130535762403,0.04186939440896253
MAS,8.301214456624074,0.42264836731783106,19.640947649471386,KR,0.16714236973593602,Masco Corp.,Industrials,Building Products,MAS,RTX,EIX,EOG,MTB,CXO,RL,CCL,LDOS,OKE,0.042479698084578695,0.42612339732981425,0.22096463167595304,0.09659107782130977,0.23905949322519107,0.03469596819503919,0.14625441494697938,0.006362875685052031,0.03818576132092731,0.021814856780305706,0.19139334102472846,0.004677579324514011,0.15939467053526696,0.5904022253740416,0.032032678997411454,0.033025036163481306,0.08378972637229425,0.3366947027540891,0.19918344232834576,0.06825753637931836,0.12601532302060686,0.006372587329960628,0.013485324569203238,0.10114364208528906
MA,-20.728695859564134,0.4894236134490548,-42.35328106358691,KR,0.04188225350929947,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,MA,VRTX,NI,CBOE,EQR,PRGO,ED,EVRG,COG,ATO,0.009862872031731362,0.32441338486886573,0.007728663165978199,0.22693563990693771,0.0020536567649003428,0.16374060402302384,0.031338384024874606,0.17148595968286148,0.22395151792998358,0.001387072849498298,0.15448875366505882,0.016889747986883315,0.0418759946672921,0.35938456647549266,0.02369881594766564,0.1250328054002164,0.10543318033562181,0.020419400269622117,0.11365534704037435,0.23998560995891055,0.027061111629312865,0.02885899428940019,0.30033393677400794,0.015520798354868194
MKC,-10.40793878416335,0.3823613495489849,-27.220164371843694,FANG,0.10162947351842819,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,MKC,CVX,LUV,FOXA,ETR,KIM,SO,C,TSN,APA,0.001042359725711291,0.37493963624048976,0.1892008155091166,0.0054356035244604905,0.08759625630743656,0.12670675621808894,0.10918175884329048,0.06588578622726873,0.20612898955848613,0.005271928488371309,0.19971918790151783,0.004872917421962923,0.12869045947260763,0.6118635840734791,0.013177239613797714,0.18790163521300948,0.08615037887919215,0.22653897274638501,0.022053500656544506,0.040090079785015956,0.019333776061490726,0.15260052720219683,0.03432415602690121,0.2178297338154663
MXIM,21.094178225579242,0.4374959354140217,48.215712462829835,VNT,0.012210059524200362,Maxim Integrated Products Inc,Information Technology,Semiconductors,MXIM,PSX,LHX,LMT,NOV,FRT,COG,FTI,CCL,CME,0.05002318562071603,0.38630818533405514,0.2309010376905412,0.07396316385724276,0.24722507752161296,0.2539271545104697,0.0502587775944728,0.0324136641707551,0.09877757939268975,0.010963339627069203,0.00020554860417628531,0.0013646570309700594,0.14509059631262744,0.47935474804598693,0.22710957458433165,0.03565397609094634,0.05993153219837463,0.07052336168927929,0.0030591722660215626,0.010063743205012287,0.2750945652388597,0.2346410491239394,0.05834966918609885,0.025573356417136178
MCD,-7.083607255071289,0.4008612200589011,-17.670971649566024,KR,0.11141864185328976,McDonald's Corp.,Consumer Discretionary,Restaurants,MCD,CBOE,REGN,INCY,EQR,CPB,HFC,EVRG,ATO,XOM,0.010506306070334166,0.276471241026094,0.14836157866609365,0.04019394722882086,0.1401148780574957,0.1616809133692503,0.007118788607495934,0.29760937253970693,0.07268885620104716,0.02837463681797709,0.0803730515756817,0.0234839769364307,0.1087812058728782,0.40057441084233125,0.014303701768577594,0.038125943367782834,0.1901880523154409,0.1374473383187429,0.012957578575850953,0.042638526827339235,0.2636031213388856,0.010148248632550207,0.03347733096874442,0.2571101578860854
MCK,12.793251565337505,0.4493037459739103,28.47350301432913,VNT,0.038340305045890165,McKesson Corp.,Health Care,Health Care Distributors,MCK,PRGO,INCY,JKHY,IFF,ATO,HII,AMT,DLR,REGN,0.030665354232414285,0.30020939667806085,0.013522664075689958,0.05467922520967662,0.17799314176296877,0.10605601229962514,0.1713544598161379,0.03671909216159146,0.17496133206901934,0.0036157212395848213,0.08445587925690859,0.17664247210879744,0.05330500422448959,0.3115352512415388,0.019665374310433446,0.009642719758450775,0.2973975160312867,0.02787530908619871,0.30347478920056226,0.016459586901915742,0.0824328522484448,0.06789904395627219,0.03211434375997956,0.1430384647464556
MDT,1.3445391341568302,0.41296129180354213,3.25584785025437,KR,0.01945868416155381,Medtronic plc,Health Care,Health Care Equipment,MDT,INTC,DPZ,PRGO,GIS,CPB,DXCM,BAX,NLOK,NEM,-0.014539518392849188,0.23945042356717494,0.0350925091307162,0.004846504669907591,0.2258493525250158,0.006099497926456785,0.17511848751084047,0.05827556709123356,0.004133797340140972,0.18816753332134015,0.2096480889947676,0.09276866148958095,0.05584664370342983,0.2989794021123719,0.04920279330995983,0.25451027894264694,0.05443492129911342,0.10271465391424017,0.07371215872929263,0.006924235847537932,0.00904722261789949,0.0784573141406381,0.10474800871579559,0.2662484124828759
MRK,1.1307918807575978,0.3194664059222774,3.539626889697776,VNT,0.08885795236503548,Merck & Co.,Health Care,Pharmaceuticals,MRK,COG,INTC,JKHY,CLX,INCY,CTXS,KR,VRTX,FE,0.019906873882845594,0.2465976211693065,0.21254843960919848,0.06407044376641356,0.006757611025542074,0.038793866952383085,0.1973620378400721,0.05718489345989956,0.15163850659284597,0.2058692561395555,0.029924193257624576,0.03585075135646522,0.09896010851157623,0.3090511998554223,0.03456658230074812,0.2235623230690379,0.2696757191546211,0.03001206074576486,0.0810748568444934,0.027971472528690904,0.022993414788267226,0.22449847939615195,0.04947140614646258,0.03617368502576191
MET,24.600632890359908,0.6093915971031533,40.369169852855215,CLX,0.05663071366972774,MetLife Inc.,Financials,Life & Health Insurance,MET,HRL,FE,NLOK,AMT,EQIX,CPB,NEM,BAX,INTC,-0.008247310077371246,0.25716888661987675,0.004559238700352906,0.20975521437713632,0.029634091892872676,0.2051741673484738,0.003931820064153446,0.093477313868466,0.10863642681492279,0.21648642971208878,0.11865762195281,0.009687675268723262,0.0721460401537084,0.3635286911546248,0.2715559879047523,0.05797838569097267,0.04182137504973057,0.0030128099045666915,0.029063104852885532,0.06483466310804743,0.12665668916176925,0.13374263986987783,0.01265373494335022,0.25868060951404753
MTD,14.15526818611179,0.408899064585303,34.61800090070583,VNT,0.05784176438640288,Mettler Toledo,Health Care,Life Sciences Tools & Services,MTD,XRX,NCLH,SLG,RTX,AEP,TAP,UAL,FLIR,LMT,0.06212296477497564,0.36461892166825066,0.21820360409163972,0.019490551709109485,0.0033898895322663457,0.031395794645657386,0.10429885572316383,0.13182861441855598,0.199332961854332,0.01180464847028569,0.09702447674273837,0.18323060281225115,0.11226373945892297,0.39045597857504893,0.23060162339921553,0.0710533175758196,0.004806504633382205,0.007646567488850798,0.12477844383011917,0.035387875345381826,0.24577802479935212,0.0019888772771898514,0.2452072162159852,0.032751549434703674
MGM,-9.758803025244983,0.9691994941867604,-10.068931199178387,REGN,-0.15505435960430033,MGM Resorts International,Consumer Discretionary,Casinos & Gaming,MGM,BAX,FE,EQIX,INTC,HRL,NLOK,AKAM,CNC,LLY,-0.01284502519750375,0.2684273359624814,0.03657951795303436,0.05568561789230313,0.008939217347343901,0.06321410663014135,0.0265900780283572,0.28044498884920754,0.3523601053424967,0.0809333586293898,0.037284723518036016,0.057968285809689886,0.08053058941376294,0.3764201150274375,0.009281039457531488,0.03318162388840166,0.055765452417743465,0.014385335186290725,0.3073376969714778,0.13772659770810586,0.07522060378475555,0.004992862681030434,0.32819829975514103,0.033910488149521884
MCHP,27.45999221979639,0.6137148681345341,44.74389271888523,VNT,0.10599173561650965,Microchip Technology,Information Technology,Semiconductors,MCHP,T,REGN,IFF,HFC,JKHY,AMT,CPB,VNO,BXP,0.005146460752174999,0.289557299320329,0.001102879530652236,0.1264779859839284,0.09243910113297887,0.14217677488033592,0.015591848898472819,0.2079341307658103,0.028350364240849628,0.2681594644502405,0.030777589698290173,0.08698986041844105,0.07738334706374375,0.37742030364639806,0.12869097738052254,0.05685154906646552,0.2706295800557005,0.1762947488771634,0.20827303541663503,0.0038522279743752157,0.04938366268800048,0.042648182882686785,0.039372778219320496,0.024003257439130014
MU,20.35116627340816,0.5752098647931251,35.380419424356504,VNT,0.02872484836473943,Micron Technology,Information Technology,Semiconductors,MU,NLOK,ATO,GIS,DXCM,ED,IFF,EQIX,CLX,D,-0.031744777628462936,0.2572601549688096,0.002412536931005925,0.22345699673336822,0.07709593534478501,0.2281482737892294,0.13470147661974066,0.037843224193505894,0.05414952337195134,0.03724593834561719,0.1913459777056731,0.013600116965123428,0.030458431071719957,0.35326638668229365,0.3088526183578908,0.07529808538798881,0.07555983467842117,0.05381188351527633,0.06568709323636347,0.019292216367144486,0.2586918171819187,0.0232302135291941,0.026504523471292594,0.09307171427450961
MSFT,-10.5655898456401,0.44121779121808224,-23.94642749212669,VNT,-0.0059129964878878285,Microsoft Corp.,Information Technology,Systems Software,MSFT,KIM,DISCK,L,FOX,C,LDOS,ALL,HST,GE,0.017191286215635444,0.39689734224471074,0.19291833970824623,0.0045324226165681025,0.005400887022909838,0.0327445432043954,0.2384290104703612,0.015080310040976014,0.2105058418441408,0.19387824317487545,0.022507388256515923,0.08400301366101093,0.10994109351936249,0.46355210461585905,0.025841595739217998,0.022571622213311715,0.32228556354364074,0.03837311132841416,0.1583221828200645,0.09401710860615127,0.10699861806791959,0.049746944602479984,0.09896882068922828,0.08287443238957183
MAA,6.639173289872402,0.4710148448919537,14.095465062030826,VNT,0.13898798891975353,Mid-America Apartments,Real Estate,Residential REITs,MAA,ILMN,AMGN,AMZN,BIIB,ATVI,CAG,CPB,EQIX,EA,-0.02573076399949553,0.2692103837758028,0.08276658668593034,0.08945743916361053,0.08601907999363921,0.22506584997453602,0.011375150736311746,0.011453026216415533,0.22704087669108772,0.20484242703038716,0.04062405311390264,0.021355510394178944,0.05605628790057203,0.3795605472592191,0.1491039170813948,0.0017342025622603299,0.26515467610702714,0.005543453241552016,0.3323771911168637,0.013571407260251326,0.01644198744798349,0.05529524603331157,0.1364319870019506,0.024345932147405096
MHK,19.545946277153114,0.7508766375648684,26.030835558476852,CLX,-0.04360827545793083,Mohawk Industries,Consumer Discretionary,Home Furnishings,MHK,PRGO,INTC,CAG,EBAY,ILMN,CCI,KMB,NFLX,IFF,0.0036025139585570826,0.27013405963276527,0.006995371729124918,0.04264221402253516,0.024653794434048772,0.27687811689488584,0.2591690857929472,0.017941151591934948,0.006308803387794265,0.14222759968513518,0.16934644751941588,0.053837414942177864,0.11121429478390743,0.34814589191712847,0.07704804398182373,0.003279564201466598,0.3348791306078021,0.009312283416182822,0.3302081716617258,0.0035709470651391446,0.01711050299513753,0.10278501149470445,0.0004685305630264498,0.1213378140129914
TAP,45.97256929534127,0.467649563324893,98.30559654217505,DPZ,0.04769587279391775,Molson Coors Beverage Company,Consumer Staples,Brewers,TAP,A,XEL,ISRG,MTD,GWW,ACN,HBI,ADSK,VAR,0.03788724948156167,0.3392023380246912,0.16748808065857995,0.19216091463688123,0.1825331316345829,0.0050229220650283265,0.16152423136154703,0.05791753357683191,0.14125090620708633,0.0007239194702018609,0.014379097703840793,0.07699926268541978,0.08252233911594946,0.385086307527297,0.24645445399839866,0.10252076814533233,0.00807040871487183,0.1050130613672408,0.22136976496136457,0.011637164683662639,0.004775500107215466,0.25688257801600406,0.016135583259565996,0.027140716746343663
MDLZ,-4.959807692809543,0.3400879570629823,-14.583896870805736,VNT,0.10714134602171092,Mondelez International,Consumer Staples,Packaged Foods & Meats,MDLZ,EVRG,HFC,PRGO,HII,INCY,BAX,WBA,IFF,REGN,0.029341488844526833,0.29371868385037947,0.2209325341647273,0.01902193975741445,0.00598051780292136,0.042903122573959084,0.10655611671726202,0.17946613645794735,0.232991547094099,0.051110221274478417,0.021861282799640815,0.11917658135755023,0.11613110984394162,0.336116660093791,0.10405188634472609,0.007412996685094413,0.022064323585760336,0.02376491383501215,0.010988005619435531,0.16521867183321484,0.0973885201638506,0.3641173440228389,0.17377127525876826,0.031222062651299003
MNST,-3.0276889757975542,0.3603810641725701,-8.401354224171255,VNT,0.08272053232020674,Monster Beverage,Consumer Staples,Soft Drinks,MNST,AEP,SLG,XRX,RTX,MRO,EOG,COP,CXO,OKE,0.05155223453328251,0.44323268838474894,0.220068087712428,0.22911510702408508,0.036361119989183996,0.012389636394526988,0.1995516442276611,0.037810298310584675,0.07860088535222233,0.09864961138428559,0.03855037910907546,0.04890323049594663,0.20263374731853606,0.7168959500636068,0.0008442381916528764,0.02579832819211122,0.007096604093737978,0.0014922367298527087,0.13823990849250017,0.26892361877010323,0.2486828107843208,0.2603850608407872,0.03994312395078838,0.008594069954145385
