,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
INTU,0.32175012901631145,0.45376342599464253,0.7090702127678978,VNT,0.017742374527410277,Intuit Inc.,Information Technology,Application Software,INTU,REGN,CLX,DXCM,NLOK,LLY,NEM,MU,FFIV,VNT,0.4135471319294133,0.2031386038115724,0.03,0.04,0.22,0.0,0.21,0.09,0.12,0.01,0.09,0.19,0.5220848145394723,0.21827110201177732,0.03,0.03,0.06,0.02,0.06,0.1,0.19,0.11,0.06,0.35
ISRG,0.2537325167997588,0.441147322524585,0.5751650386263386,VNT,0.03841035320163881,Intuitive Surgical Inc.,Health Care,Health Care Equipment,ISRG,REGN,LLY,NLOK,CLX,DXCM,NEM,VNT,MU,FFIV,0.41434480829702525,0.2006995034898914,0.03,0.01,0.05,0.2,0.2,0.03,0.09,0.2,0.03,0.15,0.5189498745092196,0.2265542841108024,0.08,0.01,0.05,0.03,0.1,0.2,0.08,0.35,0.01,0.09
IVZ,0.15759686332753348,0.730956773314251,0.21560353372603588,KR,0.11468831810909874,Invesco Ltd.,Financials,Asset Management & Custody Banks,IVZ,EBAY,AMZN,MKTX,NFLX,LLY,EA,ATVI,TSCO,WST,0.42316836005591363,0.2743002152789031,0.0,0.2,0.21,0.05,0.02,0.13,0.17,0.05,0.06,0.09,0.4888607338200479,0.28447483568276916,0.0,0.14,0.18,0.11,0.01,0.06,0.04,0.01,0.21,0.24
IPGP,0.4713751534732099,0.5041919424204498,0.9349121114675139,VNT,0.11377839371610977,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,IPGP,REGN,NLOK,DXCM,CLX,LLY,NEM,CHD,EA,EBAY,0.31936018653570325,0.238090675326281,0.03,0.07,0.15,0.03,0.14,0.1,0.08,0.15,0.08,0.15,0.3905249489692033,0.26089659357265244,0.13,0.04,0.08,0.11,0.14,0.16,0.16,0.0,0.01,0.17
IQV,0.22719240306678035,0.48274566493143334,0.470625465065646,KR,0.05463078751845469,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,IQV,REGN,CLX,NLOK,DXCM,NEM,LLY,NFLX,MKTX,AMZN,0.3504587223739365,0.24622787056184145,0.03,0.08,0.28,0.16,0.03,0.08,0.07,0.11,0.02,0.13,0.4055575009162733,0.2668038398652626,0.0,0.09,0.04,0.14,0.09,0.14,0.14,0.1,0.02,0.23
IRM,0.027612624821084526,0.43890720923155346,0.06291221524802293,DPZ,0.19571265017171172,Iron Mountain Incorporated,Real Estate,Specialized REITs,IRM,MKTX,NLOK,LLY,NFLX,DXCM,DG,BIO,AMZN,NEM,0.3448328787088408,0.2443732705649527,0.04,0.01,0.29,0.13,0.04,0.05,0.25,0.04,0.05,0.09,0.42602434395465943,0.2691794018649665,0.0,0.01,0.04,0.22,0.08,0.05,0.1,0.02,0.28,0.19
JKHY,0.0593190153025723,0.38646896390408036,0.15348972580705078,VNT,0.042127551511072926,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,JKHY,ZBRA,ENPH,AMAT,TSLA,MXIM,A,LRCX,QRVO,DVA,0.42418883344299196,0.34416679669978417,0.21,0.1,0.04,0.01,0.01,0.17,0.25,0.03,0.0,0.18,0.9699190861005189,0.42601723449758466,0.05,0.08,0.08,0.03,0.26,0.03,0.28,0.02,0.0,0.16
J,0.20083365352864024,0.4174988445384395,0.48104002239974897,VNT,0.09994125755817836,Jacobs Engineering Group,Industrials,Construction & Engineering,J,DXCM,CLX,NLOK,NEM,LLY,REGN,EBAY,EA,MKTX,0.3040446882002402,0.2351891221424495,0.08,0.01,0.22,0.25,0.08,0.03,0.0,0.13,0.1,0.08,0.35658057288211537,0.24470197373174724,0.02,0.03,0.15,0.2,0.19,0.18,0.01,0.17,0.05,0.0
JBHT,0.2650918310971813,0.40188269404080873,0.6596248980809879,VNT,0.04597388644204136,J. B. Hunt Transport Services,Industrials,Trucking,JBHT,REGN,NLOK,LLY,MU,CLX,DXCM,NEM,ANET,KEYS,0.31344204284109267,0.24367454717658008,0.17,0.01,0.23,0.03,0.02,0.23,0.05,0.17,0.0,0.08,0.35558471464002633,0.25356944256491487,0.03,0.02,0.13,0.25,0.02,0.23,0.06,0.15,0.09,0.01
SJM,0.125187830988606,0.3157901686513996,0.3964272590347824,SEE,-0.04322106587370396,JM Smucker,Consumer Staples,Packaged Foods & Meats,SJM,VNT,MU,MS,FFIV,ABBV,AMAT,LLY,SIVB,KEYS,0.38321070481453395,0.23408487278558004,0.23,0.21,0.01,0.02,0.14,0.18,0.06,0.03,0.03,0.08,0.4894108423128326,0.26146770692978843,0.12,0.28,0.11,0.01,0.09,0.01,0.03,0.25,0.07,0.04
JNJ,0.1369257999590433,0.2911025038167591,0.47036970882680645,VNT,0.0758721409096803,Johnson & Johnson,Health Care,Pharmaceuticals,JNJ,REGN,CLX,DXCM,NLOK,FDX,NEM,UPS,NVDA,BLL,0.28402724680640035,0.2371968283377421,0.2,0.08,0.16,0.03,0.12,0.08,0.15,0.1,0.0,0.06,0.4057890479201701,0.2809607784745325,0.03,0.03,0.19,0.05,0.17,0.06,0.19,0.05,0.19,0.03
JCI,0.24896995995742988,0.41613251052913475,0.5982949028444119,DPZ,0.09968137993464937,Johnson Controls International,Industrials,Building Products,JCI,REGN,CLX,DXCM,NLOK,LLY,NEM,MKTX,NFLX,EA,0.3161002103945136,0.23617512805345237,0.16,0.07,0.17,0.04,0.19,0.12,0.11,0.04,0.04,0.04,0.36964152439783793,0.25504609661478833,0.01,0.05,0.15,0.04,0.15,0.2,0.22,0.01,0.16,0.01
JPM,0.04786439079781514,0.5235713488398596,0.09141904136632775,CLX,0.040477492991380995,JPMorgan Chase & Co.,Financials,Diversified Banks,JPM,ODFL,MSFT,BIO,ABMD,ROL,ADBE,CHD,NVDA,EA,0.30039679858662993,0.27904666514838516,0.21,0.01,0.01,0.12,0.22,0.03,0.0,0.23,0.0,0.16,0.4943099836270064,0.31494593356239475,0.03,0.1,0.01,0.11,0.26,0.2,0.04,0.08,0.15,0.01
JNPR,0.04459451699677635,0.35711439806005124,0.12487459827726541,CLX,0.15923689851044587,Juniper Networks,Information Technology,Communications Equipment,JNPR,BLL,COST,FDX,ENPH,PWR,TT,ROL,TSLA,LB,0.4391237885144731,0.2904709437106838,0.21,0.02,0.28,0.06,0.0,0.05,0.1,0.18,0.08,0.01,1.371465449481038,0.5575707879932004,0.02,0.01,0.01,0.02,0.28,0.03,0.16,0.12,0.31,0.04
KSU,0.31329510190908033,0.47139508779700284,0.6646125723821602,KR,0.12543111986928077,Kansas City Southern,Industrials,Railroads,KSU,REGN,CLX,DXCM,LLY,NLOK,NEM,MKTX,FFIV,NFLX,0.3388128396146196,0.23666765934772274,0.0,0.04,0.21,0.06,0.15,0.24,0.1,0.01,0.15,0.04,0.366776600179641,0.249099812593155,0.02,0.01,0.17,0.04,0.12,0.16,0.19,0.01,0.1,0.19
K,-0.07370627751699613,0.30779145857648516,-0.23946823559653901,SEE,-0.021591115949950772,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,K,ANET,ALGN,FCX,ALXN,FFIV,AMAT,PWR,TYL,SIVB,0.2998571152997778,0.28259676045109544,0.22,0.03,0.03,0.02,0.21,0.14,0.0,0.14,0.19,0.02,0.5132194684950218,0.3858841452668411,0.01,0.18,0.08,0.19,0.02,0.09,0.02,0.2,0.18,0.02
KEY,-0.032254868712859194,0.7411299630765644,-0.04352120453876052,CLX,-0.030626855178668602,KeyCorp,Financials,Regional Banks,KEY,MSCI,ADBE,ABMD,PYPL,TMUS,ROL,ETSY,MSFT,ODFL,0.44156770746778273,0.30915756340816114,0.02,0.01,0.13,0.18,0.0,0.19,0.19,0.0,0.08,0.18,0.7562029775436921,0.3758617793819589,0.04,0.03,0.01,0.23,0.12,0.05,0.15,0.26,0.01,0.11
KEYS,0.3022095567529782,0.42615663621748034,0.7091513567296691,VNT,0.0974917577297996,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,KEYS,REGN,NLOK,CLX,DXCM,NEM,CHD,EBAY,NFLX,AMZN,0.33822186719416797,0.23901453859236696,0.07,0.05,0.2,0.23,0.03,0.1,0.07,0.1,0.02,0.12,0.4151195742918022,0.268616693703469,0.01,0.02,0.01,0.19,0.12,0.11,0.01,0.21,0.03,0.29
KMB,-0.004094894620542664,0.30044657424140986,-0.013629360330973193,APA,-0.1119511165646278,Kimberly-Clark,Consumer Staples,Household Products,KMB,FFIV,KEYS,ALXN,CTVA,ANET,ENPH,ALGN,SIVB,DVA,0.28214021383655946,0.29270617197901955,0.25,0.2,0.11,0.19,0.11,0.03,0.01,0.0,0.03,0.07,0.8314717542282233,0.4614170794507266,0.03,0.05,0.02,0.08,0.0,0.16,0.29,0.03,0.06,0.29
KIM,-0.13937372562548253,0.7262938579209528,-0.1918971558212619,CPB,-0.15448710911541466,Kimco Realty,Real Estate,Retail REITs,KIM,CHTR,ENPH,TYL,LOW,NDAQ,ANSS,UPS,MNST,FDX,0.31008147495088073,0.30313520979723874,0.05,0.06,0.01,0.21,0.04,0.06,0.01,0.3,0.23,0.02,0.8298131431818873,0.47091649716687817,0.02,0.12,0.34,0.2,0.01,0.01,0.08,0.03,0.16,0.03
KMI,-0.1963881579393818,0.5514913102391777,-0.3561038121420439,KR,-0.008634073578057443,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,KMI,OTIS,KEYS,ANET,SIVB,ABBV,FFIV,CTVA,KSU,AMAT,0.33596707240529033,0.2951026261226381,0.03,0.22,0.2,0.07,0.06,0.22,0.08,0.03,0.06,0.01,0.41887148515590084,0.33505955234092116,0.01,0.31,0.08,0.05,0.04,0.09,0.06,0.16,0.01,0.19
KLAC,0.5380222044991013,0.5778377773844118,0.9310955869560207,VNT,0.07682088765240878,KLA Corporation,Information Technology,Semiconductor Equipment,KLAC,REGN,NLOK,DXCM,CLX,NEM,LLY,CHD,EBAY,NFLX,0.3255795945105495,0.23554004889147512,0.0,0.03,0.18,0.03,0.22,0.04,0.08,0.14,0.2,0.06,0.40798993699019415,0.27204520779956837,0.01,0.04,0.08,0.05,0.02,0.18,0.25,0.04,0.16,0.19
KHC,0.05600549550689282,0.41249058049636506,0.13577399861955478,DPZ,0.1495010519167947,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,KHC,REGN,MU,NLOK,BLL,TT,LB,ENPH,CTVA,ALB,0.31278468333747117,0.29317525194970956,0.18,0.18,0.05,0.19,0.13,0.07,0.04,0.01,0.12,0.0,0.8134778053293001,0.42354738593783925,0.02,0.37,0.02,0.07,0.01,0.01,0.05,0.25,0.04,0.16
KR,0.17895398373896756,0.31152564031188834,0.5744438356977783,FTI,-0.20532061429338783,Kroger Co.,Consumer Staples,Food Retail,KR,MS,SIVB,CTVA,KEYS,AMAT,ANET,FFIV,CAT,ALXN,0.3023884130044902,0.2758796579855757,0.32,0.02,0.05,0.08,0.03,0.0,0.08,0.17,0.02,0.23,0.34610006185386577,0.30840716978664984,0.23,0.02,0.06,0.08,0.02,0.07,0.21,0.15,0.0,0.16
LB,0.8605168821506761,0.9148616394007685,0.9405978402529939,REGN,-0.042676400357109144,L Brands Inc.,Consumer Discretionary,Apparel Retail,LB,REGN,DXCM,LLY,CLX,NLOK,NEM,EA,MKTX,EBAY,0.33749386239584045,0.23941189083996264,0.02,0.03,0.02,0.11,0.28,0.16,0.06,0.15,0.0,0.17,0.44212174217790395,0.27929213971647443,0.15,0.02,0.07,0.2,0.17,0.13,0.15,0.01,0.02,0.09
LHX,-0.043637594610948384,0.40273193356216014,-0.10835394706591621,NEM,0.14222257205073355,L3Harris Technologies,Industrials,Aerospace & Defense,LHX,NKE,ZBRA,BLK,LRCX,TXN,ABBV,LB,AVGO,FCX,0.2942753530206325,0.33608481728172657,0.1,0.31,0.02,0.04,0.02,0.04,0.35,0.01,0.08,0.03,0.5489933046277448,0.46138523132228654,0.01,0.02,0.25,0.08,0.12,0.01,0.14,0.15,0.0,0.21
LH,0.26602768842291996,0.5056146943380867,0.5261470669304493,VNT,0.16045961007247284,Laboratory Corp. of America Holding,Health Care,Health Care Services,LH,REGN,CLX,NLOK,LLY,DXCM,VNT,NEM,NFLX,MKTX,0.44425288369395277,0.20760783230749902,0.08,0.11,0.17,0.17,0.0,0.02,0.26,0.08,0.09,0.01,0.5125128975111437,0.2126399144652129,0.04,0.04,0.1,0.04,0.09,0.06,0.35,0.15,0.03,0.1
LRCX,0.6153209294317551,0.6186044918349046,0.9946919842217604,VNT,-0.0364099744027713,Lam Research,Information Technology,Semiconductor Equipment,LRCX,REGN,NLOK,DXCM,CLX,NEM,LLY,EBAY,CHD,NFLX,0.31428308132878263,0.23979028589233142,0.02,0.11,0.21,0.01,0.21,0.08,0.07,0.08,0.16,0.04,0.41770422322649287,0.2744578389569963,0.05,0.01,0.14,0.05,0.0,0.19,0.18,0.15,0.0,0.23
LW,-0.04931895356520254,0.569872973160319,-0.08654376657256903,KR,-0.08000494921343321,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,LW,CHRW,FAST,POOL,ABT,SNPS,NOW,AMD,PGR,CMG,0.3312616401601323,0.28402548267057404,0.04,0.29,0.09,0.09,0.08,0.0,0.02,0.02,0.22,0.16,0.4690206817596445,0.32950288649211146,0.0,0.02,0.05,0.21,0.0,0.24,0.07,0.03,0.25,0.12
LVS,-0.2039052204787046,0.5705809059682421,-0.35736425517550313,NEM,-0.11136400634200239,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,LVS,COST,IDXX,NDAQ,TSLA,UPS,AAPL,LOW,CMG,ENPH,0.2645739405463952,0.29356488192176267,0.17,0.26,0.2,0.07,0.0,0.19,0.01,0.02,0.07,0.0,1.0878135957467385,0.4584293131904207,0.01,0.16,0.07,0.05,0.24,0.21,0.03,0.02,0.01,0.21
LEG,-0.10544604853089747,0.6454135503610686,-0.16337749412281005,KR,0.040336588921035456,Leggett & Platt,Consumer Discretionary,Home Furnishings,LEG,MKTX,NFLX,LLY,NEM,DXCM,VNT,ATVI,MSCI,NLOK,0.5099466401069251,0.218034934627181,0.02,0.03,0.07,0.13,0.16,0.04,0.31,0.07,0.06,0.1,0.5099466401069251,0.218034934627181,0.02,0.03,0.07,0.13,0.16,0.04,0.31,0.07,0.06,0.1
LDOS,0.1565544773115369,0.4253133258007104,0.3680921048424752,KR,0.1355347080526893,Leidos Holdings,Information Technology,IT Consulting & Other Services,LDOS,CMG,AMD,NOW,ETSY,CDNS,TTWO,ABT,FDX,COST,0.3568450260554087,0.2934117761886661,0.17,0.05,0.0,0.02,0.03,0.06,0.2,0.03,0.15,0.27,0.8276236614532613,0.42618341585460123,0.04,0.08,0.03,0.05,0.38,0.2,0.05,0.05,0.04,0.09
LEN,0.26177717314331905,0.6601401257027395,0.39654788877535535,KR,-0.00488199399490272,Lennar Corp.,Consumer Discretionary,Homebuilding,LEN,VNT,REGN,LLY,CLX,NLOK,FFIV,MU,NEM,DXCM,0.4476149942365201,0.20281749841808713,0.01,0.28,0.0,0.01,0.27,0.3,0.02,0.0,0.07,0.04,0.5031189330567662,0.2230169376397443,0.05,0.31,0.01,0.12,0.04,0.01,0.18,0.02,0.23,0.04
LLY,0.4212075290336484,0.42053589826577836,1.0015970830805163,CARR,0.05139305208693034,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,LLY,TT,CARR,FDX,OTIS,LB,UPS,BLL,CAT,KSU,0.4767396663820088,0.28254016961405176,0.18,0.14,0.09,0.09,0.21,0.01,0.18,0.08,0.0,0.0,0.7091747582749541,0.3240478861428466,0.19,0.04,0.29,0.02,0.11,0.05,0.22,0.01,0.01,0.06
LNC,-0.0918874860439206,0.9223061194581877,-0.0996279696137116,CLX,0.02048990324677336,Lincoln National,Financials,Multi-line Insurance,LNC,BIO,ODFL,EA,ADBE,ROL,PGR,MSFT,ABMD,TSCO,0.4297680177846571,0.27765924630353156,0.0,0.07,0.12,0.18,0.0,0.08,0.16,0.03,0.21,0.15,0.4687225451216429,0.28984195110794375,0.0,0.19,0.06,0.02,0.0,0.18,0.09,0.03,0.14,0.29
LIN,0.20420063851625542,0.3771395971119818,0.541445767243643,KR,0.15998994760407279,Linde plc,Materials,Industrial Gases,LIN,REGN,NLOK,LLY,DXCM,CLX,NEM,MU,FFIV,KEYS,0.28941073395494044,0.23648760146686593,0.19,0.06,0.24,0.06,0.03,0.28,0.06,0.02,0.04,0.01,0.36643490411214963,0.26144579077609503,0.0,0.07,0.02,0.22,0.15,0.2,0.16,0.03,0.15,0.01
LYV,0.10869196356388028,0.7076671703872919,0.15359192585462933,GIS,-0.15810459140016644,Live Nation Entertainment,Communication Services,Movies & Entertainment,LYV,NFLX,MKTX,LLY,EBAY,AMZN,ATVI,EA,DG,TSCO,0.3757686762198125,0.26197188938510635,0.06,0.05,0.09,0.1,0.08,0.15,0.01,0.04,0.24,0.16,0.43041630494186683,0.27596189796314285,0.03,0.07,0.0,0.15,0.22,0.16,0.08,0.01,0.08,0.2
LKQ,0.04741767071873664,0.6363422730850226,0.07451598412416191,CLX,-0.04073595805490823,LKQ Corporation,Consumer Discretionary,Distributors,LKQ,DXCM,NEM,NLOK,LLY,CLX,NFLX,REGN,MKTX,AMZN,0.3073960945685863,0.24302341593491938,0.07,0.08,0.08,0.21,0.08,0.34,0.03,0.1,0.0,0.01,0.4010373564703277,0.2619237243729587,0.0,0.09,0.18,0.17,0.19,0.11,0.12,0.0,0.02,0.13
LMT,-0.07348780266229817,0.39984433015272913,-0.183791033461017,VNT,0.08221393044061959,Lockheed Martin Corp.,Industrials,Aerospace & Defense,LMT,AMAT,CTVA,PKI,ADBE,EA,A,FAST,MSFT,ANET,0.21854282021906027,0.2877561990662546,0.24,0.0,0.03,0.14,0.03,0.24,0.07,0.2,0.03,0.0,0.35865878668817164,0.3104201239283731,0.01,0.01,0.11,0.23,0.0,0.23,0.04,0.11,0.04,0.22
L,-0.06655012698206433,0.5700149121045576,-0.11675155433452428,CLX,0.1661762543849196,Loews Corp.,Financials,Multi-line Insurance,L,TSLA,LOW,IDXX,NDAQ,UPS,COST,CHTR,TYL,AAPL,0.34792755887549837,0.28534770302685797,0.06,0.02,0.01,0.1,0.04,0.19,0.18,0.13,0.22,0.05,0.951092808259825,0.4115906574254432,0.01,0.33,0.03,0.12,0.04,0.3,0.05,0.02,0.1,0.0
LOW,0.34162183400944,0.5059389594223612,0.6752234190454027,VNT,0.04085724861557611,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,LOW,VNT,REGN,LLY,MU,FFIV,NLOK,ANET,KEYS,CLX,0.41961593481947035,0.2092941940905571,0.02,0.22,0.03,0.06,0.01,0.16,0.16,0.03,0.11,0.2,0.4941254343783778,0.21671139404454412,0.04,0.35,0.11,0.06,0.04,0.27,0.05,0.01,0.01,0.07
LUMN,0.20583930279559687,0.45672011593678535,0.45069024904540683,NFLX,-0.022786656649295755,Lumen Technologies,Communication Services,Alternative Carriers,LUMN,REGN,CLX,NEM,DXCM,NLOK,CHD,ROL,FDX,UPS,0.30914187198405924,0.23192155089423835,0.16,0.05,0.19,0.12,0.04,0.19,0.08,0.12,0.03,0.0,0.4097975542124177,0.2802928899156127,0.04,0.01,0.06,0.18,0.13,0.11,0.02,0.3,0.14,0.03
LYB,0.0638843028368251,0.6920252687535708,0.09231498576907342,CLX,0.039354215168258995,LyondellBasell,Materials,Specialty Chemicals,LYB,NEM,DXCM,LLY,NLOK,CLX,NFLX,AMZN,MKTX,EBAY,0.34519234402116367,0.24046562337565075,0.01,0.16,0.02,0.13,0.2,0.23,0.01,0.01,0.06,0.16,0.4123097952325536,0.26099335312970395,0.0,0.09,0.04,0.12,0.04,0.14,0.09,0.27,0.05,0.15
MTB,-0.11312584213292717,0.6181371843941424,-0.18301089950413793,BIIB,-0.06228300817805535,M&T Bank Corp.,Financials,Regional Banks,MTB,MTD,BLL,INTU,IPGP,PKI,HOLX,TGT,JBHT,ADSK,0.3649093405250793,0.2986040109709004,0.01,0.12,0.13,0.01,0.05,0.16,0.05,0.18,0.17,0.1,0.39471340993111265,0.3073618703137511,0.02,0.2,0.06,0.06,0.13,0.14,0.0,0.29,0.0,0.08
MRO,-0.4161966149180027,0.9928714739212788,-0.4191847845867323,CTXS,-0.1301721070736907,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,MRO,ALGN,MXIM,TXN,LRCX,AVGO,ALB,JBHT,BLK,KLAC,0.4412998469851841,0.39529386246661063,0.04,0.01,0.19,0.11,0.01,0.06,0.22,0.23,0.12,0.0,0.6258619904416645,0.4508812452353605,0.0,0.14,0.08,0.08,0.01,0.02,0.35,0.11,0.05,0.16
MPC,-0.24436063089367324,0.8170830407458328,-0.29906462220855917,CLX,-0.04064581906790381,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,MPC,ENPH,AAPL,IDXX,UPS,CMG,SNPS,DHR,CTLT,TSLA,0.46263290559099934,0.3192660341199883,0.02,0.0,0.02,0.11,0.21,0.15,0.17,0.29,0.02,0.01,1.1822846711408388,0.48706372861059505,0.0,0.24,0.0,0.14,0.04,0.06,0.01,0.2,0.1,0.21
MKTX,0.3101105132900756,0.452002932258171,0.6860807555844559,ZION,-0.08731294656489366,MarketAxess,Financials,Financial Exchanges & Data,MKTX,VNT,MU,MS,SIVB,TT,KSU,LB,AMAT,CTVA,0.5173640727359156,0.3023719190834692,0.23,0.27,0.01,0.04,0.03,0.13,0.05,0.05,0.12,0.06,0.6127711455951964,0.3280608487565047,0.06,0.36,0.1,0.03,0.04,0.04,0.04,0.15,0.01,0.16
MAR,-0.137292646087256,0.6382380044500013,-0.21511198820817212,ATVI,-0.23519284753532937,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,PYPL,MSCI,ADBE,ETSY,TMUS,PGR,CDNS,ROL,ODFL,0.45462743514340237,0.30783016210397574,0.05,0.05,0.02,0.05,0.04,0.06,0.23,0.04,0.24,0.2,0.8501133740960061,0.43001213375600034,0.02,0.16,0.09,0.02,0.37,0.24,0.03,0.01,0.06,0.01
MMC,0.017457114217122132,0.35119811142245255,0.04970731233837175,KR,0.06016173543052131,Marsh & McLennan,Financials,Insurance Brokers,MMC,REGN,LLY,NLOK,CLX,NEM,VNT,DXCM,MKTX,ENPH,0.3656927797332753,0.20945037041561707,0.22,0.08,0.01,0.1,0.23,0.04,0.23,0.07,0.03,0.0,0.6647346149486223,0.2681601909528532,0.0,0.01,0.08,0.16,0.22,0.04,0.24,0.04,0.06,0.15
MLM,0.10109709221235286,0.5412745838383649,0.18677598252524344,KR,0.018614085849683763,Martin Marietta Materials,Materials,Construction Materials,MLM,LLY,NEM,NFLX,EBAY,AMZN,DXCM,EA,MKTX,NLOK,0.3626908873337751,0.2500803255653723,0.06,0.08,0.13,0.03,0.15,0.19,0.0,0.13,0.01,0.2,0.4114222369612779,0.26278936300148203,0.02,0.15,0.18,0.09,0.14,0.18,0.08,0.01,0.03,0.11
MAS,0.1727968468931665,0.4066563992150265,0.4249210075796624,KR,0.16112900295260077,Masco Corp.,Industrials,Building Products,MAS,VNT,REGN,LLY,MU,NLOK,FFIV,KEYS,ANET,CLX,0.4092197137196335,0.2058827230158141,0.0,0.21,0.05,0.06,0.04,0.22,0.13,0.08,0.0,0.2,0.47004331322124937,0.21382686907838047,0.01,0.3,0.1,0.06,0.03,0.11,0.15,0.03,0.11,0.09
MA,0.08379408842671641,0.47134822098914303,0.17777533614292884,KR,0.034795503220841545,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,MA,REGN,CLX,LLY,VNT,NEM,NLOK,DXCM,MKTX,FFIV,0.48224446287908274,0.19708560553319446,0.02,0.05,0.15,0.12,0.32,0.09,0.02,0.03,0.01,0.19,0.48224446287908274,0.19708560553319446,0.02,0.05,0.15,0.12,0.32,0.09,0.02,0.03,0.01,0.19
MKC,0.11921247938015114,0.37009811520756103,0.3221104741732974,VNT,0.08343981114093646,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,MKC,MU,VNT,KEYS,ANET,LLY,FFIV,CTVA,REGN,DVA,0.42866483321997095,0.23395980811628994,0.13,0.0,0.24,0.05,0.07,0.14,0.21,0.05,0.08,0.01,0.5017065504869463,0.23875570234867693,0.01,0.01,0.34,0.0,0.21,0.05,0.16,0.0,0.21,0.0
MXIM,0.43653017799590427,0.4218207710562006,1.0348712248163425,VNT,0.029475687665095143,Maxim Integrated Products Inc,Information Technology,Semiconductors,MXIM,REGN,NLOK,DXCM,CLX,NEM,LLY,EBAY,EA,NFLX,0.34593033406970297,0.23800041311610945,0.0,0.05,0.22,0.01,0.23,0.07,0.06,0.19,0.01,0.14,0.3979455055896341,0.2584625394582323,0.12,0.0,0.14,0.02,0.04,0.14,0.2,0.19,0.0,0.14
MCD,0.07661260295473861,0.385824656348267,0.19856844733526768,KR,0.1069374203389624,McDonald's Corp.,Consumer Discretionary,Restaurants,MCD,REGN,LLY,CLX,DXCM,NLOK,NEM,FFIV,MKTX,ANET,0.2992398964376297,0.23862783289200487,0.08,0.13,0.09,0.23,0.0,0.18,0.1,0.15,0.05,0.0,0.3529528037191626,0.25037812320771785,0.02,0.04,0.19,0.1,0.09,0.19,0.19,0.15,0.01,0.02
MCK,0.24766249200059126,0.43676109156001736,0.567043394630217,VNT,0.03175523488652346,McKesson Corp.,Health Care,Health Care Distributors,MCK,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,NFLX,EA,0.3487674952010855,0.23746115911764828,0.0,0.02,0.01,0.22,0.19,0.12,0.11,0.2,0.07,0.05,0.3710478318128069,0.24494064536639287,0.0,0.0,0.1,0.18,0.17,0.11,0.12,0.15,0.15,0.0
MDT,0.043768175486645265,0.39738255349273743,0.11014116020431977,KR,0.014491704165347874,Medtronic plc,Health Care,Health Care Equipment,MDT,NEM,LLY,NLOK,NFLX,EBAY,MKTX,DXCM,AMZN,EA,0.3153645906471541,0.24909899166512775,0.14,0.21,0.08,0.2,0.01,0.15,0.02,0.02,0.04,0.11,0.40916554031995583,0.2640391022569457,0.0,0.2,0.05,0.14,0.09,0.19,0.05,0.08,0.18,0.0
MRK,-0.03408755270769299,0.3093995138739117,-0.11017325877759636,VNT,0.06381881569533446,Merck & Co.,Health Care,Pharmaceuticals,MRK,LLY,MSCI,AMZN,MKTX,NFLX,TMUS,DG,BIO,ATVI,0.2532571190204871,0.2608142983673076,0.28,0.01,0.0,0.11,0.14,0.02,0.02,0.28,0.03,0.1,0.4499813260393209,0.2963050296784794,0.0,0.18,0.06,0.22,0.0,0.05,0.2,0.03,0.13,0.12
MET,0.05529863169014072,0.5852269722373235,0.09449091431779705,CLX,0.05498789244387837,MetLife Inc.,Financials,Life & Health Insurance,MET,LLY,AMZN,MKTX,NFLX,EBAY,ATVI,DG,WST,TSCO,0.4230742823855156,0.2638557889923704,0.03,0.14,0.2,0.01,0.03,0.12,0.03,0.21,0.08,0.13,0.4984450037655658,0.2832392469342589,0.0,0.05,0.08,0.05,0.07,0.14,0.01,0.08,0.29,0.23
