,Exp Return,Volatility,Sharpe,Min_Corr,Corr_value,Security,GICS Sector,GICS Sub-Industry,a0,a1,a2,a3,a4,a5,a6,a7,a8,a9,mv_Returns,mv_Volatility,mv_w0,mv_w1,mv_w2,mv_w3,mv_w4,mv_w5,mv_w6,mv_w7,mv_w8,mv_w9,or_Returns,or_Volatility,or_w0,or_w1,or_w2,or_w3,or_w4,or_w5,or_w6,or_w7,or_w8,or_w9
IPG,0.12274682415423847,0.5542236250949825,0.2214752648503611,CLX,0.02157932953874835,Interpublic Group,Communication Services,Advertising,IPG,NFLX,AMZN,EBAY,LLY,DG,TSCO,WST,EA,ATVI,0.39788030309331407,0.260055737062202,0.07,0.04,0.13,0.21,0.06,0.28,0.01,0.13,0.06,0.0,0.5386677236459296,0.29431478211967,0.01,0.11,0.18,0.1,0.13,0.0,0.05,0.32,0.02,0.09
IFF,0.016604825160703995,0.40004528270468154,0.041507363987496104,VNT,0.08120665332431687,International Flavors & Fragrances,Materials,Specialty Chemicals,IFF,REGN,ANET,NEM,EBAY,MS,GOOGL,MU,GOOG,TSCO,0.32701079817698453,0.27351716415276955,0.17,0.18,0.04,0.18,0.15,0.03,0.06,0.01,0.04,0.13,0.3961522937892508,0.27937818729221886,0.02,0.19,0.04,0.17,0.21,0.03,0.09,0.03,0.01,0.21
INTU,0.39439074099430604,0.4549754779393392,0.8668395553548696,VNT,-0.02089384931407518,Intuit Inc.,Information Technology,Application Software,INTU,REGN,CLX,DXCM,NLOK,LLY,NEM,MU,FFIV,VNT,0.4242476225282116,0.20097674986680317,0.01,0.05,0.14,0.03,0.23,0.09,0.09,0.01,0.13,0.22,0.45386476484566685,0.20910474227858616,0.1,0.01,0.12,0.05,0.15,0.04,0.15,0.02,0.09,0.27
ISRG,0.262787165479643,0.4405824841157968,0.5964539557377763,VNT,0.04288753942755079,Intuitive Surgical Inc.,Health Care,Health Care Equipment,ISRG,REGN,LLY,NLOK,CLX,DXCM,NEM,VNT,MU,FFIV,0.4048917060424625,0.1990747043533597,0.02,0.09,0.09,0.16,0.21,0.0,0.08,0.2,0.03,0.11,0.46456087410198016,0.21236423641363947,0.06,0.0,0.0,0.16,0.08,0.06,0.06,0.34,0.07,0.17
IVZ,0.20052101648453152,0.7312332130869051,0.27422306987128076,KR,0.10909710939755811,Invesco Ltd.,Financials,Asset Management & Custody Banks,IVZ,NFLX,EBAY,LLY,AMZN,EA,ATVI,TSCO,WST,DG,0.41555063991050095,0.26317666427496195,0.0,0.0,0.07,0.03,0.18,0.05,0.05,0.21,0.09,0.3,0.4946630957527842,0.2776806728791306,0.0,0.1,0.18,0.09,0.15,0.03,0.07,0.14,0.19,0.04
IPGP,0.48247380501818476,0.5064877707233724,0.9525872743760614,VNT,0.03452803696524683,IPG Photonics Corp.,Information Technology,Electronic Manufacturing Services,IPGP,REGN,NLOK,DXCM,CLX,NEM,LLY,AES,EA,EBAY,0.3529430055555659,0.23563282055314047,0.04,0.04,0.18,0.01,0.23,0.1,0.16,0.02,0.07,0.13,0.406143879378004,0.25976719599046066,0.09,0.0,0.11,0.02,0.07,0.22,0.21,0.03,0.0,0.24
IQV,0.2251062112173441,0.48181263553604387,0.46720694854110806,KR,0.0535938285984721,IQVIA Holdings Inc.,Health Care,Life Sciences Tools & Services,IQV,REGN,CLX,NLOK,DXCM,NEM,LLY,NFLX,AMZN,EBAY,0.3877452803563268,0.24024214867144023,0.0,0.06,0.17,0.15,0.04,0.17,0.1,0.08,0.06,0.15,0.44196250164525186,0.26256514536759645,0.0,0.02,0.06,0.06,0.08,0.19,0.1,0.09,0.21,0.18
IRM,0.045259552187051126,0.43878097105563546,0.10314839332745908,DPZ,0.19686161287027437,Iron Mountain Incorporated,Real Estate,Specialized REITs,IRM,NLOK,LLY,DXCM,NFLX,DG,NEM,CLX,BIO,AMZN,0.30874386343093035,0.2321910041800308,0.08,0.2,0.02,0.05,0.05,0.29,0.06,0.17,0.04,0.03,0.4541244658475929,0.273528071955251,0.01,0.1,0.17,0.04,0.18,0.0,0.16,0.1,0.05,0.21
JKHY,0.061489392755603396,0.38581982144505267,0.1593733378583312,VNT,0.02747319790351259,Jack Henry & Associates,Information Technology,Data Processing & Outsourced Services,JKHY,ZBRA,LRCX,TSLA,A,NEE,PKI,GRMN,AWK,ENPH,0.29519226923462133,0.3084982043968688,0.22,0.04,0.02,0.01,0.05,0.12,0.2,0.18,0.15,0.0,1.1965612346976755,0.49718006473226545,0.11,0.03,0.05,0.32,0.01,0.06,0.12,0.07,0.05,0.18
J,0.20857486268370984,0.4169203332702105,0.5002751030339656,VNT,0.08129605605271144,Jacobs Engineering Group,Industrials,Construction & Engineering,J,DXCM,CLX,NLOK,NEM,REGN,LLY,EBAY,EA,NFLX,0.3418898855720386,0.2346547525081271,0.09,0.03,0.2,0.16,0.14,0.04,0.02,0.16,0.08,0.06,0.4167815896216462,0.2571239431811665,0.0,0.04,0.01,0.15,0.17,0.06,0.2,0.16,0.02,0.17
JBHT,0.2251884769185812,0.4022350399862731,0.5598430134934692,VNT,0.06372162552373757,J. B. Hunt Transport Services,Industrials,Trucking,JBHT,REGN,NLOK,LLY,MU,CLX,DXCM,NEM,AES,KEYS,0.3164053919726899,0.24393232031668932,0.04,0.03,0.34,0.0,0.05,0.35,0.03,0.08,0.01,0.07,0.36207212648975307,0.25127795051816765,0.01,0.13,0.21,0.2,0.03,0.2,0.05,0.16,0.0,0.01
SJM,0.12236345634841539,0.3160915997695808,0.38711391393385297,APTV,-0.04578293372123472,JM Smucker,Consumer Staples,Packaged Foods & Meats,SJM,VNT,MU,AES,MS,FFIV,AMAT,ABBV,LLY,GRMN,0.42149717115419594,0.2207129740577177,0.09,0.34,0.0,0.05,0.01,0.13,0.01,0.18,0.05,0.13,0.42149717115419594,0.2207129740577177,0.09,0.34,0.0,0.05,0.01,0.13,0.01,0.18,0.05,0.13
JNJ,0.1365887778765693,0.29070995426292984,0.46984554836754194,VNT,0.040811775636939086,Johnson & Johnson,Health Care,Pharmaceuticals,JNJ,REGN,CLX,DXCM,NLOK,NEM,FDX,UPS,NVDA,ROL,0.29567241306438696,0.23258345793124063,0.22,0.05,0.24,0.01,0.22,0.1,0.08,0.02,0.0,0.06,0.4250712879641261,0.2737706579849257,0.01,0.12,0.1,0.07,0.16,0.19,0.03,0.0,0.1,0.21
JCI,0.24820031422977754,0.41541408078178055,0.5974768928455235,DPZ,0.10004787758230682,Johnson Controls International,Industrials,Building Products,JCI,REGN,CLX,DXCM,NLOK,NEM,LLY,NFLX,EA,EBAY,0.35162336471841255,0.23461629946271162,0.14,0.01,0.22,0.01,0.22,0.09,0.1,0.14,0.03,0.03,0.4155614710190606,0.25552912786752346,0.05,0.03,0.09,0.01,0.1,0.14,0.2,0.19,0.0,0.19
JPM,0.021661582991917328,0.5228891280626984,0.041426722854562656,CLX,0.041280227998603695,JPMorgan Chase & Co.,Financials,Diversified Banks,JPM,NVDA,LLY,MSFT,BIO,EA,ODFL,ADBE,ROL,ABMD,0.4263378088958002,0.2841137903206077,0.03,0.03,0.17,0.01,0.03,0.24,0.18,0.0,0.22,0.08,0.5474618065628613,0.3345366510817775,0.03,0.23,0.07,0.04,0.02,0.0,0.2,0.01,0.14,0.25
JNPR,0.059864443382307904,0.35686415737814137,0.1677513478017188,CLX,0.15893553179249342,Juniper Networks,Information Technology,Communications Equipment,JNPR,BLL,FDX,COST,ENPH,PWR,TT,ROL,TSLA,REGN,0.3378282546376346,0.2728150787553812,0.14,0.17,0.01,0.18,0.0,0.08,0.0,0.17,0.01,0.23,1.237935223849954,0.4892523879561609,0.08,0.04,0.04,0.02,0.2,0.11,0.04,0.08,0.31,0.07
KSU,0.31792287119104834,0.47083375760252577,0.675233808233938,KR,0.12273859398923084,Kansas City Southern,Industrials,Railroads,KSU,REGN,CLX,DXCM,LLY,NLOK,NEM,FFIV,NFLX,EBAY,0.34571235929243804,0.23058218124763688,0.03,0.08,0.24,0.0,0.03,0.22,0.1,0.09,0.05,0.15,0.41738265965509536,0.2569574173131785,0.02,0.07,0.08,0.01,0.15,0.08,0.19,0.03,0.19,0.18
K,-0.095075289367628,0.3077495969826132,-0.3089371693734482,SEE,-0.02187500127778018,Kellogg Co.,Consumer Staples,Packaged Foods & Meats,K,DE,MSCI,LB,LRCX,LLY,ETSY,TGT,PWR,IPGP,0.3281007915565164,0.29432388396150905,0.25,0.05,0.14,0.02,0.03,0.09,0.01,0.25,0.05,0.11,0.7978754090938849,0.4056165237327879,0.06,0.02,0.0,0.02,0.11,0.08,0.31,0.09,0.28,0.03
KEY,-0.05212434606498583,0.7398893682163895,-0.07044883776427159,CLX,-0.030086609516117982,KeyCorp,Financials,Regional Banks,KEY,ABMD,ROL,ADBE,ODFL,MSFT,BIO,MSCI,PYPL,TMUS,0.5015186641289937,0.30881928982866164,0.02,0.23,0.13,0.02,0.21,0.01,0.11,0.06,0.04,0.17,0.5762031602704073,0.3407310152058705,0.01,0.27,0.12,0.0,0.13,0.05,0.01,0.04,0.29,0.08
KEYS,0.32386063835189277,0.4252577653297737,0.761563138302129,VNT,0.09573132825145503,Keysight Technologies,Information Technology,Electronic Equipment & Instruments,KEYS,REGN,NLOK,CLX,DXCM,NEM,EBAY,NFLX,AMZN,CHRW,0.33014451239127585,0.22755757835078785,0.02,0.05,0.22,0.22,0.04,0.02,0.17,0.02,0.02,0.22,0.4431911848262404,0.2691062401749953,0.03,0.03,0.13,0.04,0.04,0.14,0.22,0.14,0.22,0.02
KMB,-0.0023386392814751084,0.2999197805965649,-0.007797549320766254,APA,-0.11954317845802356,Kimberly-Clark,Consumer Staples,Household Products,KMB,FFIV,ALXN,CTVA,ANET,ENPH,KEYS,SIVB,ALGN,ALB,0.3541547457062668,0.3050917756651012,0.26,0.19,0.17,0.0,0.12,0.06,0.12,0.01,0.05,0.0,0.875735920780097,0.47388986252334037,0.04,0.18,0.04,0.03,0.03,0.24,0.05,0.03,0.1,0.26
KIM,-0.10755447154744277,0.7255865568129372,-0.148231069798019,CPB,-0.15483734667645796,Kimco Realty,Real Estate,Retail REITs,KIM,NDAQ,CHTR,LOW,TSLA,UPS,ENPH,TYL,IDXX,AWK,0.4196039199921971,0.29872970819520595,0.01,0.03,0.22,0.04,0.04,0.17,0.01,0.17,0.12,0.18,1.1202400665512222,0.4648588192957177,0.0,0.09,0.08,0.1,0.29,0.02,0.13,0.08,0.2,0.01
KMI,-0.19462665271098398,0.5505163353983619,-0.3535347458312008,KR,-0.007948705850543811,Kinder Morgan,Energy,Oil & Gas Storage & Transportation,KMI,OTIS,ANET,GRMN,KEYS,ABBV,CTVA,SIVB,FFIV,KSU,0.29578927715059217,0.28117936022308965,0.04,0.18,0.01,0.18,0.11,0.23,0.03,0.0,0.17,0.04,0.3763750840078046,0.30262627837875783,0.0,0.33,0.05,0.06,0.03,0.24,0.06,0.06,0.05,0.14
KLAC,0.5238511679162082,0.5776761407351853,0.9068250027593728,VNT,0.03591457404128009,KLA Corporation,Information Technology,Semiconductor Equipment,KLAC,REGN,NLOK,DXCM,CLX,NEM,LLY,EBAY,CHRW,NFLX,0.3258256829406494,0.22514846018083448,0.04,0.0,0.22,0.06,0.23,0.04,0.05,0.08,0.24,0.02,0.4099824741337824,0.25048792079781595,0.01,0.02,0.13,0.07,0.09,0.14,0.17,0.16,0.06,0.15
KHC,0.0745303129597344,0.41188417652493736,0.18094968733333217,DPZ,0.14908662411327855,Kraft Heinz Co,Consumer Staples,Packaged Foods & Meats,KHC,AES,MU,REGN,NLOK,BLL,TT,ENPH,LB,CTVA,0.31184755040924483,0.2948645993242351,0.23,0.02,0.01,0.17,0.19,0.15,0.06,0.01,0.01,0.14,0.8621044024391313,0.4661900546957452,0.0,0.02,0.0,0.24,0.02,0.09,0.04,0.27,0.19,0.12
KR,0.1461123284449666,0.31129913350996086,0.46936310678902465,FANG,-0.20446658494300218,Kroger Co.,Consumer Staples,Food Retail,KR,MS,SIVB,CTVA,KEYS,AMAT,ANET,FFIV,ALXN,AES,0.3112909890915025,0.2851636576623955,0.25,0.0,0.02,0.06,0.01,0.08,0.07,0.2,0.22,0.07,0.38023611033868326,0.34065021963002384,0.18,0.02,0.07,0.24,0.01,0.05,0.23,0.04,0.11,0.06
LB,0.8638855380385168,0.9132366135869739,0.9459602530010071,REGN,-0.042862342135085885,L Brands Inc.,Consumer Discretionary,Apparel Retail,LB,REGN,DXCM,CLX,LLY,NLOK,NEM,EA,EBAY,FFIV,0.35464541838093944,0.23250046973743968,0.02,0.1,0.02,0.17,0.06,0.18,0.15,0.06,0.14,0.08,0.4253710149153028,0.25699374340437514,0.09,0.09,0.02,0.1,0.19,0.14,0.17,0.01,0.16,0.03
LHX,-0.026422119466085768,0.40192834775511244,-0.06573838250937274,NEM,0.14137739067466643,L3Harris Technologies,Industrials,Aerospace & Defense,LHX,BLK,LRCX,NKE,TXN,ZBRA,AVGO,FCX,LB,ABBV,0.27123144048719156,0.3375908015225925,0.22,0.02,0.01,0.03,0.12,0.18,0.02,0.02,0.03,0.34,0.5807826321681769,0.47378641989948944,0.0,0.12,0.16,0.03,0.03,0.06,0.01,0.23,0.18,0.17
LH,0.2788679716332836,0.5047793490102899,0.5524551909265981,VNT,0.1485121937927435,Laboratory Corp. of America Holding,Health Care,Health Care Services,LH,REGN,CLX,NLOK,DXCM,LLY,NEM,VNT,NFLX,AMZN,0.4979340382777152,0.20141249425683339,0.02,0.08,0.09,0.13,0.04,0.08,0.13,0.35,0.02,0.06,0.4979340382777152,0.20141249425683339,0.02,0.08,0.09,0.13,0.04,0.08,0.13,0.35,0.02,0.06
LRCX,0.6220638707200087,0.6200327831602412,1.003275774466981,VNT,-0.09410961476407617,Lam Research,Information Technology,Semiconductor Equipment,LRCX,REGN,NLOK,DXCM,CLX,NEM,LLY,EBAY,NFLX,CHRW,0.3577747699512962,0.22942555155339617,0.0,0.04,0.17,0.01,0.12,0.08,0.13,0.22,0.04,0.18,0.4338328689932067,0.26421324118387735,0.03,0.0,0.18,0.05,0.02,0.16,0.2,0.15,0.19,0.02
LW,-0.06437906712226389,0.5690914934952547,-0.11312604011502539,KR,-0.07937018246155668,Lamb Weston Holdings Inc,Consumer Staples,Packaged Foods & Meats,LW,NOW,CHRW,FAST,AMD,POOL,CTLT,SNPS,TTWO,CDNS,0.34432538996615175,0.29597723833750345,0.14,0.0,0.32,0.07,0.04,0.09,0.0,0.1,0.21,0.03,0.5561184613862,0.34769070902947957,0.0,0.11,0.11,0.02,0.01,0.12,0.18,0.2,0.18,0.07
LVS,-0.18780166790746206,0.5698363463551802,-0.3295712341072833,NEM,-0.11184157647245233,Las Vegas Sands,Consumer Discretionary,Casinos & Gaming,LVS,NDAQ,TSLA,COST,IDXX,AAPL,CMG,UPS,TMO,DHR,0.3309519808234541,0.2766663206173349,0.03,0.1,0.0,0.19,0.02,0.0,0.19,0.19,0.1,0.15,0.9567638883450612,0.40465125341337677,0.01,0.04,0.3,0.15,0.21,0.09,0.02,0.03,0.02,0.12
LEG,-0.1021408428539267,0.6443060703368284,-0.15852845030705642,KR,0.038746429436377273,Leggett & Platt,Consumer Discretionary,Home Furnishings,LEG,LLY,NEM,NFLX,DXCM,NLOK,VNT,CLX,ATVI,MSCI,0.414080689316931,0.20583188507031105,0.09,0.02,0.06,0.11,0.02,0.15,0.28,0.21,0.02,0.02,0.4931500817677566,0.20855719655366098,0.04,0.0,0.14,0.1,0.01,0.11,0.38,0.1,0.05,0.06
LDOS,0.17537063480116155,0.42485088087507683,0.41278161984728834,KR,0.13488066055571937,Leidos Holdings,Information Technology,IT Consulting & Other Services,LDOS,TTWO,NOW,AMD,PYPL,PGR,FDX,CMG,MSFT,LOW,0.4088748092234457,0.31408812720012536,0.16,0.22,0.09,0.02,0.04,0.21,0.02,0.15,0.05,0.02,0.5841222048747553,0.39584164504688873,0.0,0.19,0.29,0.02,0.3,0.0,0.1,0.05,0.01,0.04
LEN,0.340004674780598,0.660657450760472,0.5146459400241746,KR,-0.008464184102077252,Lennar Corp.,Consumer Discretionary,Homebuilding,LEN,VNT,REGN,LLY,CLX,NLOK,FFIV,MU,NEM,DXCM,0.43343524607400513,0.20037553902640062,0.0,0.28,0.07,0.01,0.23,0.06,0.19,0.05,0.01,0.09,0.47657241972745684,0.21512615266076604,0.01,0.31,0.05,0.21,0.02,0.11,0.11,0.09,0.05,0.02
LLY,0.4466411602775632,0.42103841164731165,1.0608085816447979,CARR,0.049271426549952646,Lilly (Eli) & Co.,Health Care,Pharmaceuticals,LLY,AES,FDX,OTIS,TT,CARR,UPS,BLL,LB,KSU,0.48104591430150623,0.2798948973456992,0.22,0.04,0.01,0.23,0.03,0.09,0.15,0.19,0.01,0.02,0.7192058688288538,0.32603168538874205,0.21,0.04,0.05,0.12,0.11,0.29,0.06,0.07,0.04,0.01
LNC,-0.07400061295493046,0.9208601179230704,-0.08036031913493352,CLX,0.02032815915466207,Lincoln National,Financials,Multi-line Insurance,LNC,ROL,LLY,TSCO,BIO,ATVI,NVDA,ADBE,ODFL,EA,0.4530998755259344,0.28903248926824265,0.0,0.18,0.21,0.2,0.04,0.14,0.03,0.01,0.08,0.1,0.47218110574002253,0.29704855206604697,0.0,0.16,0.16,0.15,0.14,0.07,0.06,0.03,0.2,0.01
LIN,0.20911246641355152,0.37645023292207735,0.5554850233200318,KR,0.16000608487992946,Linde plc,Materials,Industrial Gases,LIN,REGN,NLOK,LLY,DXCM,CLX,NEM,MU,FFIV,KEYS,0.307306349839645,0.23469666286717947,0.15,0.02,0.19,0.03,0.04,0.28,0.1,0.01,0.18,0.0,0.370312825444718,0.2522504385662255,0.02,0.03,0.21,0.23,0.1,0.15,0.17,0.03,0.02,0.03
LYV,0.14949393525782448,0.7098592079616889,0.21059659941171416,GIS,-0.15922970709341233,Live Nation Entertainment,Communication Services,Movies & Entertainment,LYV,NFLX,LLY,EBAY,AMZN,DG,EA,ATVI,TSCO,WST,0.39484781399182206,0.2591918164001391,0.04,0.01,0.07,0.15,0.14,0.24,0.06,0.16,0.07,0.04,0.5233120990143519,0.28739130863147383,0.0,0.1,0.06,0.23,0.2,0.01,0.01,0.06,0.11,0.23
LKQ,0.035361873520902996,0.6354800730626842,0.05564592033622253,CLX,-0.04140909465530662,LKQ Corporation,Consumer Discretionary,Distributors,LKQ,DXCM,NLOK,NEM,CLX,LLY,NFLX,REGN,AMZN,EBAY,0.3694643885096108,0.23879394200520812,0.04,0.01,0.23,0.07,0.2,0.1,0.08,0.04,0.1,0.12,0.4488775136899942,0.26708556566645963,0.0,0.0,0.01,0.16,0.12,0.15,0.18,0.01,0.19,0.18
LMT,-0.08971169970302209,0.3994145005196078,-0.22460801895352825,VNT,0.10871966308702448,Lockheed Martin Corp.,Industrials,Aerospace & Defense,LMT,TT,LB,PGR,MSFT,EA,QRVO,ABBV,ADBE,ANET,0.2477745430861502,0.2832108037885363,0.17,0.17,0.0,0.08,0.0,0.22,0.0,0.19,0.04,0.11,0.44017014500613716,0.3531998880190552,0.0,0.15,0.16,0.19,0.03,0.19,0.04,0.03,0.02,0.2
L,-0.07353833248781032,0.5690516793335124,-0.12922962036407704,CLX,0.16646721634654899,Loews Corp.,Financials,Multi-line Insurance,L,LOW,IDXX,NDAQ,AAPL,UPS,TSLA,TMO,COST,DHR,0.3536434946576381,0.2800599698999034,0.04,0.0,0.11,0.05,0.06,0.01,0.02,0.14,0.48,0.08,0.9502237881209779,0.4018811975812181,0.01,0.04,0.11,0.01,0.05,0.18,0.3,0.26,0.0,0.03
LOW,0.3580079001136974,0.5050775184531188,0.7088177300192537,VNT,0.04268848927793431,Lowe's Cos.,Consumer Discretionary,Home Improvement Retail,LOW,VNT,REGN,LLY,MU,FFIV,NLOK,ANET,KEYS,CLX,0.4454536924884467,0.20631081738448723,0.06,0.32,0.12,0.07,0.04,0.0,0.08,0.02,0.0,0.28,0.4587447061530503,0.20918704905803553,0.07,0.33,0.03,0.12,0.02,0.17,0.02,0.03,0.05,0.15
LUMN,0.1557584672395174,0.46084932369246984,0.3379813297576994,NFLX,-0.03144767960877638,Lumen Technologies,Communication Services,Alternative Carriers,LUMN,REGN,CLX,DXCM,NEM,NLOK,ROL,FDX,UPS,NFLX,0.32426087044841084,0.2310077029271341,0.17,0.06,0.17,0.0,0.14,0.12,0.04,0.0,0.14,0.14,0.45069541640251176,0.2801634116585604,0.02,0.05,0.08,0.07,0.2,0.0,0.28,0.08,0.01,0.22
LYB,0.04271155974429121,0.690742156488903,0.061834302920495604,CLX,0.04026909116649045,LyondellBasell,Materials,Specialty Chemicals,LYB,NEM,DXCM,NLOK,CLX,LLY,NFLX,AMZN,EBAY,EA,0.3782722677774676,0.23894722198599125,0.0,0.12,0.0,0.2,0.21,0.13,0.04,0.08,0.16,0.06,0.4340206098106502,0.25790674991345724,0.0,0.13,0.05,0.11,0.07,0.16,0.15,0.14,0.16,0.02
MTB,-0.11832969329702026,0.6172961155825505,-0.19169032545320808,BIIB,-0.062414139672008026,M&T Bank Corp.,Financials,Regional Banks,MTB,ADSK,ENPH,TGT,BLL,HOLX,IPGP,MTD,ANSS,INTU,0.3489414721556981,0.31818553758371004,0.1,0.01,0.02,0.19,0.18,0.16,0.07,0.19,0.06,0.0,0.8787382626808933,0.4856124394391755,0.01,0.04,0.34,0.22,0.01,0.07,0.06,0.04,0.09,0.11
MRO,-0.40343005164093343,0.9916153622613468,-0.40684126829270195,CTXS,-0.13017749208290796,Marathon Oil Corp.,Energy,Oil & Gas Exploration & Production,MRO,KLAC,BLK,MXIM,ALGN,XLNX,TXN,TT,NKE,AVGO,0.3604109406675797,0.362910003976137,0.01,0.03,0.11,0.09,0.03,0.11,0.18,0.22,0.19,0.02,0.4719593037170342,0.42691941343811823,0.0,0.16,0.01,0.21,0.22,0.04,0.0,0.06,0.17,0.13
MPC,-0.21604753232812313,0.816864780961012,-0.264483837917398,CLX,-0.040858304169186774,Marathon Petroleum,Energy,Oil & Gas Refining & Marketing,MPC,SNPS,TSLA,UPS,CTLT,AAPL,DHR,EA,TTWO,TMO,0.4033397002696636,0.28913155829135867,0.01,0.08,0.01,0.19,0.01,0.0,0.15,0.2,0.13,0.21,0.9786982244129432,0.4126089222850412,0.02,0.13,0.3,0.07,0.05,0.0,0.18,0.05,0.07,0.14
MKTX,0.29702775304083606,0.4513948673784672,0.6580219991553345,ZION,-0.07212203092216711,MarketAxess,Financials,Financial Exchanges & Data,MKTX,VNT,AES,MU,MS,SIVB,TT,KSU,LB,AMAT,0.500580528074714,0.3099594613865131,0.24,0.28,0.08,0.01,0.04,0.08,0.03,0.03,0.05,0.14,0.5653675179177613,0.3343692226683552,0.01,0.35,0.06,0.21,0.02,0.04,0.16,0.04,0.11,0.01
MAR,-0.15371350436411552,0.6371268062377075,-0.24126045688111591,AKAM,-0.23476176432479792,Marriott Int'l.,Consumer Discretionary,"Hotels, Resorts & Cruise Lines",MAR,ADBE,MSCI,ROL,ODFL,PYPL,MSFT,ABMD,ETSY,TMUS,0.47625437088529887,0.30543644067709635,0.05,0.04,0.04,0.27,0.18,0.01,0.01,0.14,0.01,0.25,0.8083062335997242,0.3889006421245651,0.01,0.01,0.04,0.2,0.21,0.12,0.01,0.11,0.29,0.01
MMC,0.02654869175018419,0.35068668597592506,0.07570487506904319,KR,0.05791873099447171,Marsh & McLennan,Financials,Insurance Brokers,MMC,REGN,LLY,NLOK,CLX,NEM,VNT,DXCM,ENPH,KEYS,0.4160276929606794,0.2045666559158912,0.06,0.04,0.04,0.25,0.16,0.17,0.25,0.02,0.0,0.01,0.6408763217204416,0.2641993183847776,0.03,0.03,0.15,0.08,0.16,0.12,0.23,0.04,0.14,0.01
MLM,0.11505806374401732,0.5403842189535283,0.2129189930209861,KR,0.01824437770380244,Martin Marietta Materials,Materials,Construction Materials,MLM,LLY,NEM,NFLX,DXCM,NLOK,EBAY,CLX,AMZN,EA,0.3681990263180227,0.23283642407327296,0.03,0.15,0.13,0.01,0.0,0.19,0.12,0.21,0.12,0.02,0.45359719348657657,0.2670317563116105,0.01,0.17,0.16,0.15,0.03,0.04,0.17,0.06,0.21,0.0
MAS,0.18408825446196322,0.4061152440947707,0.4532906782957513,KR,0.15808278006252885,Masco Corp.,Industrials,Building Products,MAS,VNT,REGN,LLY,MU,NLOK,FFIV,KEYS,ANET,CLX,0.41844144775363173,0.19774452810463244,0.04,0.28,0.03,0.06,0.0,0.28,0.1,0.02,0.0,0.18,0.47758079750252025,0.22281255041719814,0.02,0.35,0.12,0.1,0.13,0.03,0.01,0.04,0.03,0.18
MA,0.12146663893793459,0.4713898032118815,0.25767769712094823,KR,0.0311536019895001,Mastercard Inc.,Information Technology,Data Processing & Outsourced Services,MA,REGN,CLX,LLY,VNT,NEM,NLOK,DXCM,FFIV,KEYS,0.42893192568057487,0.1980230859914098,0.05,0.07,0.12,0.12,0.26,0.09,0.16,0.02,0.09,0.01,0.4592176289629726,0.20452736902971938,0.01,0.06,0.08,0.07,0.3,0.2,0.05,0.01,0.15,0.07
MKC,0.10245059465042437,0.3698037295995876,0.277040458086658,VNT,0.08179167509444557,McCormick & Co.,Consumer Staples,Packaged Foods & Meats,MKC,MU,VNT,KEYS,LLY,AES,ANET,FFIV,CTVA,AMAT,0.45536441583438003,0.26250302057502445,0.04,0.01,0.24,0.12,0.18,0.01,0.11,0.21,0.07,0.02,0.5064043204217654,0.2637238455150252,0.01,0.05,0.33,0.09,0.19,0.07,0.18,0.05,0.04,0.0
MXIM,0.4505494228069952,0.42134827460568686,1.0693040649772112,VNT,0.005982804078167517,Maxim Integrated Products Inc,Information Technology,Semiconductors,MXIM,REGN,NLOK,DXCM,CLX,NEM,LLY,EBAY,EA,NFLX,0.3600335947784997,0.24101789776319058,0.05,0.09,0.17,0.04,0.19,0.06,0.14,0.17,0.06,0.01,0.40960473390209995,0.25150555620209314,0.08,0.01,0.1,0.01,0.16,0.15,0.16,0.17,0.01,0.15
MCD,0.08983415582484881,0.38523339568469267,0.23319410214989933,KR,0.10586235125065264,McDonald's Corp.,Consumer Discretionary,Restaurants,MCD,REGN,LLY,CLX,DXCM,NLOK,NEM,FFIV,ANET,EA,0.30331380756027515,0.23296030940900406,0.11,0.03,0.15,0.2,0.03,0.2,0.06,0.06,0.01,0.13,0.382548008659619,0.2602165056267281,0.0,0.07,0.21,0.17,0.11,0.06,0.26,0.08,0.04,0.0
MCK,0.26899268836561724,0.4350555170473861,0.6182950860874122,VNT,0.04901732737077891,McKesson Corp.,Health Care,Health Care Distributors,MCK,REGN,DXCM,CLX,NLOK,NEM,LLY,EBAY,NFLX,EA,0.35932055983065775,0.23903729105251278,0.06,0.0,0.05,0.17,0.23,0.13,0.15,0.07,0.06,0.06,0.41059881776524243,0.2549439540760643,0.02,0.01,0.0,0.07,0.15,0.15,0.21,0.22,0.14,0.03
MDT,0.061917716208112074,0.3968658470956783,0.1560167413276675,KR,0.013566608968117653,Medtronic plc,Health Care,Health Care Equipment,MDT,NEM,NLOK,LLY,NFLX,EBAY,DXCM,AMZN,EA,ATVI,0.35664814172653664,0.24617649350670462,0.12,0.16,0.12,0.07,0.0,0.17,0.0,0.11,0.11,0.11,0.4543369867399275,0.26989935295612993,0.01,0.23,0.09,0.19,0.1,0.16,0.02,0.19,0.02,0.01
MRK,-0.03240442984663365,0.3088285152231879,-0.10492693598327613,VNT,0.06855748823336315,Merck & Co.,Health Care,Pharmaceuticals,MRK,LLY,NFLX,MSCI,AMZN,TMUS,DG,BIO,ATVI,NEM,0.3486622090213768,0.24932104883022663,0.14,0.07,0.02,0.01,0.15,0.08,0.21,0.06,0.09,0.15,0.466969619124214,0.2797609426103558,0.0,0.08,0.01,0.02,0.19,0.2,0.03,0.16,0.11,0.2
